Stim,Bard,Bard 0 or 1,Bard Continuous,GPT-3.5,GPT-3.5 0 or 1,GPT-3.5 Continuous,GPT-4,GPT-4 0 or 1,GPT-4 Continuous,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum,pairs,Word2Vec,GloVe,Taxonomic
the pants clown.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2,-1,0.57,0.84,28,0,0,0,0.27,10,0,0,282,58,340,2.45,1.76,4.21,pants clown,0.23517816,0.233348637,0.309815323
the pants hospital.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,-1,0.25,0.7,28,0,0,0,0.08,13,0,0,282,1884,2166,2.45,3.28,5.73,pants hospital,0.019415967,0.04308498,0.084674362
the pants knee.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,2,-1,1.46,1.32,28,0,0,0,0.45,9,170,2.23,282,527,809,2.45,2.72,5.17,pants knee,0.220134462,0.305677646,0.333131921
the pants leg.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4,1,2.83,1.51,29,0,0,0,0.31,8,10813,4.03,282,1137,1419,2.45,3.06,5.51,pants leg,0.252684072,0.286978892,0.385994614
the pants rain.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,0.39,0.88,28,0,0,0,0.05,9,75,1.88,282,1279,1561,2.45,3.11,5.56,pants rain,0.09201256,0.156412083,0.193508815
the parrot cage.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,3.64,1.1,28,0.1,0,0.05,0.32,10,7120,3.85,45,225,270,1.65,2.35,4.01,parrot cage,0.197393204,0.214253684,0.369795107
the pea dwarf.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.79,1.26,29,0,,0,0.12,8,0,0,30,129,159,1.48,2.11,3.59,pea dwarf,0.308979488,0.246001692,0.25563578
the pea plant.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3,1,3.93,0.38,28,0,,0,0.47,8,5792,3.76,30,1302,1332,1.48,3.11,4.59,pea plant,0.198508408,0.183798819,0.308575072
the pea soup.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.93,0.26,28,0.13,,0.13,0.19,7,44359,4.65,30,362,392,1.48,2.56,4.04,pea soup,0.33342016,0.371535716,0.699243962
the peach juice.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3,1,3.86,0.36,28,0.03,0,0.02,0.14,10,5341,3.73,47,365,412,1.67,2.56,4.23,peach juice,0.38175561,0.416870322,0.676192833
the peach pie.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.86,0.45,28,0,0.041,0.02,0.3,8,8436,3.93,47,225,272,1.67,2.35,4.02,peach pie,0.33300969,0.375951205,0.593216735
the peach raspberry.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,2,1,1.21,1.37,28,0,0,0,0.23,14,329,2.52,47,37,84,1.67,1.57,3.24,peach raspberry,0.595285462,0.546196407,0.916307775
the peach tree.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4,1,3.93,0.26,28,0.04,0.021,0.03,0.28,9,22729,4.36,47,1293,1340,1.67,3.11,4.78,peach tree,0.355158857,0.337942833,0.388488467
the peacock chair.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,1,1.24,1.5,29,0,,0,0.24,12,545,2.74,52,1876,1928,1.72,3.27,4.99,peacock chair,0.061619622,0.067374096,0.203023739
the pearl heart.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,3,1,2.36,1.59,28,,0,0,0.13,10,2845,3.45,102,2597,2699,2.01,3.41,5.42,pearl heart,0.077925872,0.13655512,0.337559181
the pearl necklace.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,,0.272,0.27,0.18,13,181683,5.26,102,41,143,2.01,1.61,3.62,pearl necklace,0.451948057,0.407821486,0.688390137
the pen bull.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,0.83,0.97,29,0,0,0,0.18,7,78,1.9,349,378,727,2.54,2.58,5.12,pen bull,0.180516542,0.172496453,0.398078622
the pen chicken.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1,-1,0.96,1.04,28,0,0,0,0.25,10,0,0,349,534,883,2.54,2.73,5.27,pen chicken,0.122977764,0.054726006,0.259145951
the pen fountain.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,0.97,1.05,29,0,0,0,0.29,11,555,2.75,349,165,514,2.54,2.22,4.76,pen fountain,0.127525836,0.268818435,0.371706148
the pen knife.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2,1,0.82,1.44,28,0.02,0,0.01,0.17,8,8366,3.92,349,663,1012,2.54,2.82,5.36,pen knife,0.258957525,0.335309183,0.518891067
the pen pig.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0,-1,1.07,1.25,28,0.01,0,0,0.43,6,509,2.71,349,320,669,2.54,2.51,5.05,pen pig,0.274648278,0.234107291,0.320408634
the pen sheep.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,0.21,0.49,29,0.01,0,0,0.2,8,110,2.05,349,718,1067,2.54,2.86,5.4,pen sheep,0.233947347,0.169631726,0.288900658
the pendulum clock.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.71,0.71,28,,0.275,0.28,0.19,13,12550,4.1,67,637,704,1.83,2.8,4.63,pendulum clock,0.249329996,0.411285853,0.510925479
the penguin meat.,Nonsense,0,1,Makes Sense,1,2,Makes Sense,1,1,1,3.07,1.18,28,0,0,0,0.16,11,460,2.66,69,1280,1349,1.84,3.11,4.95,penguin meat,0.146805877,0.033966331,0.254823449
the pepper bell.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,4,-1,0.93,1.02,28,0,0,0,0.14,10,287,2.46,121,507,628,2.08,2.71,4.79,pepper bell,0.03753499,0.323827725,0.260462131
the pepper lemon.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,1.14,1.18,28,0,0,0,0.33,11,650,2.81,121,233,354,2.08,2.37,4.45,pepper lemon,0.424283163,0.559330592,0.738135338
the pet bird.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.89,0.31,28,0,0,0,0.2,7,39249,4.59,242,752,994,2.38,2.88,5.26,pet bird,0.419016528,0.304386232,0.635053223
the pet cat.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.82,0.77,28,0.17,0.082,0.13,0.64,6,40802,4.61,242,739,981,2.38,2.87,5.25,pet cat,0.689153118,0.587036544,0.831258792
the pet chicken.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.54,1,28,0,0,0,0.29,10,2720,3.43,242,534,776,2.38,2.73,5.11,pet chicken,0.312291654,0.326652915,0.508793138
the pet dog.,Makes Sense,1,2,Makes Sense,1,4,Makes Sense,1,2,1,3.89,0.42,28,0.49,0.637,0.56,0.6,6,107270,5.03,242,1285,1527,2.38,3.11,5.49,pet dog,0.716478542,0.629159849,0.778110845
the pet door.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,1,1.71,1.76,28,0,0,0,0.16,7,40132,4.6,242,5891,6133,2.38,3.77,6.15,pet door,0.114152135,0.17793287,0.228221721
the pet duck.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4,1,3.75,0.59,28,0,0,0,0.37,7,3534,3.55,242,174,416,2.38,2.24,4.62,pet duck,0.299512257,0.266133644,0.533611832
the pet goat.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,3.27,1.19,26,0,0,0,0.16,7,6451,3.81,242,209,451,2.38,2.32,4.7,pet goat,0.384384838,0.347530629,0.718718119
the pet home.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,2,1,1.75,1.65,28,0,0,0,0.25,7,12471,4.1,242,8831,9073,2.38,3.95,6.33,pet home,0.230764818,0.273178108,0.282831745
the pet house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,2.97,1.27,29,0,0,0,0.13,8,4434,3.65,242,8601,8843,2.38,3.93,6.32,pet house,0.194337198,0.231726902,0.225186331
the pet kitten.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,3.81,0.56,27,0.01,0,0,0.63,9,1933,3.29,242,71,313,2.38,1.85,4.24,pet kitten,0.586285066,0.347486605,0.807036456
the pet mouse.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4,1,3.86,0.45,28,0,0,0,0.34,8,5736,3.76,242,146,388,2.38,2.16,4.55,pet mouse,0.264456852,0.295335443,0.727497173
the pet owl.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,3.43,1.07,28,0,0,0,0.29,6,1311,3.12,242,54,296,2.38,1.73,4.12,pet owl,0.324067042,0.210954579,0.471689609
the pet pig.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.78,0.58,27,0,0,0,0.42,6,7678,3.89,242,320,562,2.38,2.51,4.89,pet pig,0.408765792,0.404456588,0.796975101
the pet puppy.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4,1,3.89,0.42,28,0,0,0,0.62,8,3028,3.48,242,87,329,2.38,1.94,4.32,pet puppy,0.697263652,0.486273799,0.852625668
the pet rat.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,2,1,3.68,0.82,28,0,0,0,0.38,6,15040,4.18,242,156,398,2.38,2.19,4.58,pet rat,0.33443597,0.398884843,0.754612715
the pet rock.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4,1,3.21,1.29,28,0,0,0,0.02,7,13200,4.12,242,1426,1668,2.38,3.15,5.54,pet rock,0.080276493,0.157388801,0.317306801
the pet snake.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4,1,3.82,0.48,28,0,0,0,0.25,8,8232,3.92,242,263,505,2.38,2.42,4.8,pet snake,0.391688689,0.29419449,0.565555698
the phone book.,Makes Sense,1,3,Nonsense,0,2,Makes Sense,1,3,1,4,0,28,0.04,0,0.02,0.12,9,635777,5.8,1414,4932,6346,3.15,3.69,6.84,phone book,0.167862629,0.219166771,0.412286373
the phone car.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1,-1,0.96,1.4,28,0,0,0,0.16,8,80957,4.91,1414,4944,6358,3.15,3.69,6.84,phone car,0.278576986,0.380520446,0.366412897
the phone field.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.74,1.26,27,0,0,0,0.03,10,2678,3.43,1414,2327,3741,3.15,3.37,6.52,phone field,0.057579075,0.144278825,0.291418368
the phone house.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,-1,1.34,1.16,58,0,0,0,0.17,10,1477,3.17,1414,8601,10015,3.15,3.93,7.08,phone house,0.194213412,0.269384841,0.294864825
the phone jail.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,-1,0.5,0.84,28,0,0,0,0.12,9,210,2.32,1414,530,1944,3.15,2.72,5.87,phone jail,0.173503944,0.249148873,0.21942471
the phone menu.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,2.21,1.62,28,0,0,0,0.16,9,8790,3.94,1414,130,1544,3.15,2.11,5.26,phone menu,0.137176806,0.21524484,0.375117692
the phone radio.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,1.5,1.35,28,0,0,0,0.22,10,5114,3.71,1414,1503,2917,3.15,3.18,6.33,phone radio,0.316649828,0.408423308,0.565197324
the phone shoe.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,0,-1,0.11,0.31,28,0,0,0,0.11,9,135,2.13,1414,253,1667,3.15,2.4,5.55,phone shoe,0.195097706,0.179744843,0.348275452
the phone street.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.31,0.66,29,0,0,0,0.2,11,331,2.52,1414,4546,5960,3.15,3.66,6.81,phone street,0.148932339,0.180268203,0.260264033
the phone truck.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,1.04,1.19,27,0,0,0,0.19,10,215,2.33,1414,444,1858,3.15,2.65,5.8,phone truck,0.178893579,0.250967532,0.323958082
the photograph library.,Makes Sense,1,4,Makes Sense,1,2,Nonsense,0,3,1,2.89,1.34,28,,,,0.08,17,1028,3.01,535,942,1477,2.73,2.97,5.7,photograph library,0.150125275,0.21832389,0.277986559
the photograph newspaper.,Makes Sense,1,3,Makes Sense,1,4,Makes Sense,1,3,-1,1.39,1.17,28,,,,0.09,19,0,0,535,1116,1651,2.73,3.05,5.78,photograph newspaper,0.256857115,0.347153941,0.231118316
the piano bench.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,3.75,0.84,28,0,0.018,0.01,0.08,10,15379,4.19,466,345,811,2.67,2.54,5.21,piano bench,0.15139257,0.201404127,0.319267661
the piano lid.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.14,1.15,28,0,0,0,0.06,8,1734,3.24,466,246,712,2.67,2.39,5.06,piano lid,0.085111984,0.07461452,0.272461665
the pickle juice.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,2,1,3.97,0.19,29,0,0.048,0.02,0.29,11,11219,4.05,46,365,411,1.66,2.56,4.23,pickle juice,0.353051561,0.408644079,0.731010569
the picture baby.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,1.31,1.11,29,0,0,0,0.11,11,5597,3.75,1905,3281,5186,3.28,3.52,6.8,picture baby,0.170964869,0.304417108,0.322643711
the picture beach.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,-1,0.82,1.02,28,0,0,0,0.09,12,6850,3.84,1905,1060,2965,3.28,3.03,6.31,picture beach,0.112236544,0.129052211,0.237380696
the picture book.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,4,1,3.93,0.26,28,0.07,0,0.04,0.09,11,244251,5.39,1905,4932,6837,3.28,3.69,6.97,picture book,0.143947242,0.35529312,0.524330143
the picture cloud.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2,-1,1.14,1.24,28,0,0,0,0.11,12,274,2.44,1905,560,2465,3.28,2.75,6.03,picture cloud,0.143446661,0.252185329,0.360730773
the picture dog.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,1.32,1.25,28,0,0,0,0.09,10,10603,4.03,1905,1285,3190,3.28,3.11,6.39,picture dog,0.089016338,0.193377631,0.374368056
the picture dollar.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1,-1,0.52,0.78,29,0,0,0,0.04,13,460,2.66,1905,263,2168,3.28,2.42,5.7,picture dollar,0.100363501,0.210788525,0.118508562
the picture garden.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,1.29,1.38,28,0,0,0,0.08,13,1694,3.23,1905,1998,3903,3.28,3.3,6.58,picture garden,0.103723841,0.176737924,0.377580322
the picture guy.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,1,3.22,0.93,27,0,0,0,0.07,10,2371,3.38,1905,465,2370,3.28,2.67,5.95,picture guy,0.18215216,0.245362681,0.375298145
the picture leaf.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,0.86,1.06,29,0,0,0,0.11,11,174,2.24,1905,279,2184,3.28,2.45,5.73,picture leaf,0.181532239,0.119825336,0.320054359
the picture menu.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1,1,3.07,1.27,28,0,0,0,0.06,11,3712,3.57,1905,130,2035,3.28,2.11,5.39,picture menu,0.118974042,0.175719072,0.394088856
the picture television.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,2.04,1.4,28,0,0,0,0.16,17,668,2.83,1905,2033,3938,3.28,3.31,6.59,picture television,0.181679446,0.385077495,0.2521305
the pie apple.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,-1,1.66,1.2,29,0.31,0.228,0.27,0.47,8,1116,3.05,225,315,540,2.35,2.5,4.85,pie apple,0.392972977,0.384685671,0.59537298
the pie banana.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,1.14,1.08,28,0,0,0,0.37,9,192,2.29,225,74,299,2.35,1.87,4.22,pie banana,0.272673758,0.328796012,0.651912081
the pie honey.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,0.66,0.77,29,0,0,0,0.25,8,1561,3.19,225,371,596,2.35,2.57,4.92,pie honey,0.298208166,0.385155831,0.646078123
the pie moon.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,0.45,0.78,29,0,0,0,0,7,0,0,225,951,1176,2.35,2.98,5.33,pie moon,0.209415011,0.247849265,0.340492673
the pie peach.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3,-1,1.59,1.12,29,0,0,0,0.3,8,41,1.62,225,47,272,2.35,1.67,4.02,pie peach,0.33300969,0.375951205,0.593216735
the pie plum.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,4,-1,1.07,1.12,28,0.02,0,0.01,0.26,7,0,0,225,52,277,2.35,1.72,4.07,pie plum,0.248481392,0.32004764,0.53814077
the pie pot.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,1.9,1.35,29,0,0,0,0.38,6,250,2.4,225,416,641,2.35,2.62,4.97,pie pot,0.308860214,0.395936159,0.625144346
the pie potato.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1,-1,0.89,1.13,28,0,0,0,0.43,9,511,2.71,225,206,431,2.35,2.31,4.67,pie potato,0.372936238,0.519379321,0.752326576
the pie salmon.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,-1,0.41,0.73,29,0,0,0,0.05,9,0,0,225,216,441,2.35,2.33,4.69,pie salmon,0.178261543,0.266508482,0.678831355
the pie steak.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,0.75,1.11,28,0.04,0,0.02,0.68,8,72,1.86,225,146,371,2.35,2.16,4.52,pie steak,0.38772005,0.415283665,0.875095385
the pig boy.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,1,1.71,1.36,28,0,0,0,0.2,6,1243,3.09,320,3876,4196,2.51,3.59,6.09,pig boy,0.262181715,0.310253526,0.523381003
the pig farmer.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,3,1,3.9,0.41,29,0,0,0,0.26,9,14840,4.17,320,562,882,2.51,2.75,5.25,pig farmer,0.385314826,0.377771761,0.387115125
the pig gold.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,-1,0.41,0.73,29,0,0,0,0.06,7,0,0,320,1575,1895,2.51,3.2,5.7,pig gold,0.07391967,0.117324442,0.293694923
the pig meat.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.76,0.51,29,0,0,0,0.18,7,19708,4.29,320,1280,1600,2.51,3.11,5.61,pig meat,0.495533927,0.469925247,0.560206544
the pig mouth.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,1,3.24,1.33,29,0,0,0,0.14,8,133,2.13,320,2411,2731,2.51,3.38,5.89,pig mouth,0.314612704,0.395392388,0.279621305
the pig pen.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,4,1,3.86,0.74,29,0.01,0.044,0.03,0.43,6,8067,3.91,320,349,669,2.51,2.54,5.05,pig pen,0.274648278,0.234107291,0.320408634
the pig pet.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,1,-1,1.21,1.15,29,0,0,0,0.42,6,1095,3.04,320,242,562,2.51,2.38,4.89,pig pet,0.408765792,0.404456588,0.796975101
the pig skin.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3,1,3.83,0.6,29,0.01,0,0,0.07,7,12348,4.09,320,1617,1937,2.51,3.21,5.71,pig skin,0.218010585,0.291361403,0.394164645
the pig truck.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,0,1,1.93,1.56,29,0,0,0,0.21,8,324,2.51,320,444,764,2.51,2.65,5.15,pig truck,0.189152027,0.15166031,0.311379519
the pigeon rock.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,0.68,0.98,28,0,0,0,0.03,10,163,2.21,76,1426,1502,1.88,3.15,5.03,pigeon rock,0.078681153,0.152462027,0.229643976
the pill bottle.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3,1,3.9,0.41,29,0.02,0,0.01,0.11,10,13638,4.13,233,1479,1712,2.37,3.17,5.54,pill bottle,0.36267855,0.389676808,0.548935689
the pill gun.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1,1,0.93,1.33,29,0,0,0,0.06,7,359,2.56,233,1138,1371,2.37,3.06,5.42,pill gun,0.207992941,0.183059944,0.349150822
the pill money.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,1,2.03,1.59,29,0,0,0,0.02,9,629,2.8,233,7226,7459,2.37,3.86,6.23,pill money,0.046338122,0.051195227,0.382419465
the pill sugar.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2,-1,1.21,1.4,28,0,0,0,0.04,9,134,2.13,233,976,1209,2.37,2.99,5.36,pill sugar,0.337702512,0.28831884,0.451644998
the pill water.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,3,-1,0.81,1.11,27,0,0.014,0.01,0.01,9,1815,3.26,233,7749,7982,2.37,3.89,6.26,pill water,0.14059592,0.169627096,0.331448174
the pine forest.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.96,0.19,28,0.05,0.068,0.06,0.57,10,109604,5.04,217,1219,1436,2.34,3.09,5.42,pine forest,0.403670248,0.54823549,0.484010611
the pine nut.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.11,1.13,28,0,0,0,0.2,7,13960,4.14,217,123,340,2.34,2.09,4.43,pine nut,0.272046804,0.419443594,0.270504758
the pine tree.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,0.47,0.642,0.56,0.68,8,114664,5.06,217,1293,1510,2.34,3.11,5.45,pine tree,0.428242275,0.52849498,0.498022243
the pipe bomb.,Makes Sense,1,1,Makes Sense,1,1,Makes Sense,1,4,1,2.96,1.48,28,0,0,0,0.06,8,24130,4.38,402,536,938,2.6,2.73,5.33,pipe bomb,0.228693818,0.318387261,0.411089141
the pipe book.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,1,1.29,1.27,28,0,0,0,0.03,8,163,2.21,402,4932,5334,2.6,3.69,6.3,pipe book,-0.018815996,0.01240043,0.247542892
the pipe house.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,1.24,1.35,29,0,0,0,0.15,9,233,2.37,402,8601,9003,2.6,3.93,6.54,pipe house,0.234852716,0.068550769,0.286553779
the pipe pot.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2,-1,0.9,1.11,29,0,0,0,0.3,7,146,2.17,402,416,818,2.6,2.62,5.22,pipe pot,0.343304449,0.291128998,0.66228938
the pipe smoke.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3,1,3.39,0.96,28,0.33,0.419,0.37,0.34,9,4619,3.66,402,1050,1452,2.6,3.02,5.63,pipe smoke,0.277863892,0.319092964,0.497765433
the pipe water.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,4,-1,2.63,1.33,27,0.02,0.068,0.04,0.28,9,6834,3.83,402,7749,8151,2.6,3.89,6.49,pipe water,0.345980681,0.374626995,0.591369389
the plant banana.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,1.86,1.38,28,0,0,0,0.14,11,393,2.6,1302,74,1376,3.11,1.87,4.98,plant banana,0.220597403,0.218476743,0.321666966
the plant building.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,1,1,2.18,1.47,28,0,0,0,0.1,13,6402,3.81,1302,2854,4156,3.11,3.46,6.57,plant building,0.218574119,0.330019878,0.436433363
the plant car.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.33,0.88,27,0,0,0,0.02,8,665,2.82,1302,4944,6246,3.11,3.69,6.81,plant car,0.144244517,0.301092062,0.306567498
the plant garden.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,3,-1,2.5,1.6,28,0.03,0.022,0.03,0.28,11,7375,3.87,1302,1998,3300,3.11,3.3,6.42,plant garden,0.30931792,0.355761637,0.494220929
the plant house.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,2,-1,2.69,1.28,29,0.01,0,0,0.03,10,2817,3.45,1302,8601,9903,3.11,3.93,7.05,plant house,0.224356593,0.136803214,0.473151187
the plant lemon.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,1,-1,0.86,1.24,28,0,0,0,0,10,181,2.26,1302,233,1535,3.11,2.37,5.48,plant lemon,0.125166029,0.108520141,0.201335246
the plant magazine.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,2.9,1.47,29,0,0,0,0.01,13,1110,3.05,1302,703,2005,3.11,2.85,5.96,plant magazine,0.066447713,0.089347623,0.191343418
the plant mother.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,1.38,1.08,29,0,0,0,0.03,11,230,2.36,1302,7356,8658,3.11,3.87,6.98,plant mother,0.148805147,0.170106273,0.15273074
the plant pea.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1,-1,1.07,0.88,29,0,0,0,0.47,8,102,2.01,1302,30,1332,3.11,1.48,4.59,plant pea,0.198508408,0.183798819,0.308575072
the plant radio.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,0.21,0.5,28,0,0,0,0.02,10,189,2.28,1302,1503,2805,3.11,3.18,6.29,plant radio,-0.007083523,0.09963284,0.203279662
the plant strawberry.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,1.46,1.04,28,0,0,0,0.39,15,145,2.16,1302,50,1352,3.11,1.7,4.81,plant strawberry,0.257981915,0.186580048,0.274161452
the plant sugar.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,2.14,1.27,28,0,0,0,0.15,10,1415,3.15,1302,976,2278,3.11,2.99,6.1,plant sugar,0.167044203,0.215553842,0.284243103
the plant tomato.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2,-1,1.34,1.08,29,0,0,0,0.39,11,597,2.78,1302,123,1425,3.11,2.09,5.2,plant tomato,0.265024802,0.260496911,0.277184239
the plant water.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,2,1,2.43,1.53,28,0,0.017,0.01,0.25,10,21959,4.34,1302,7749,9051,3.11,3.89,7,plant water,0.271738176,0.37701981,0.515243091
the plum pie.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,3.93,0.26,28,0.08,0.024,0.05,0.26,7,815,2.91,52,225,277,1.72,2.35,4.07,plum pie,0.248481392,0.32004764,0.53814077
the plum sugar.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,1.96,1.29,28,0,0.024,0.01,0.09,9,352,2.55,52,976,1028,1.72,2.99,4.71,plum sugar,0.228636162,0.318716386,0.683320921
the police bomb.,Makes Sense,1,1,Makes Sense,1,2,Makes Sense,1,2,1,2.59,1.5,29,0,0,0,0.12,10,2596,3.41,3770,536,4306,3.58,2.73,6.31,police bomb,0.234305663,0.432888101,0.444390404
the police car.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,29,0.17,0.047,0.11,0.27,9,242117,5.38,3770,4944,8714,3.58,3.69,7.27,police car,0.31325504,0.403436311,0.246224339
